participant,filename,video_path,raw_gloss,gloss,source,split,class_idx
P35,804751705102372-KITE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\804751705102372-KITE 2.mp4,KITE2,KITE,asl_citizen,train,1156
P21,6405230236035142-KITE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6405230236035142-KITE.mp4,KITE1,KITE,asl_citizen,train,1156
P15,6793577852910644-KITE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6793577852910644-KITE.mp4,KITE1,KITE,asl_citizen,train,1156
P40,7293342540397525-KITE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7293342540397525-KITE.mp4,KITE1,KITE,asl_citizen,train,1156
P27,12409098636719462-KITE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\12409098636719462-KITE 2.mp4,KITE2,KITE,asl_citizen,train,1156
P37,2932714246417105-KITE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2932714246417105-KITE 2.mp4,KITE2,KITE,asl_citizen,train,1156
P47,9925552023170454-KITE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9925552023170454-KITE 2.mp4,KITE2,KITE,asl_citizen,train,1156
P6,5277360915365719-KITE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5277360915365719-KITE.mp4,KITE1,KITE,asl_citizen,train,1156
P26,22324895421224178-KITE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\22324895421224178-KITE 2.mp4,KITE2,KITE,asl_citizen,train,1156
P27,07790216286112273-KITE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\07790216286112273-KITE.mp4,KITE1,KITE,asl_citizen,train,1156
P9,6251559124877955-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6251559124877955-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P39,8318188611407407-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8318188611407407-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P47,9090447380976281-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9090447380976281-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P26,7686488813875372-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7686488813875372-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P31,15891432976034037-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\15891432976034037-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P33,19411610208771402-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\19411610208771402-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P17,22291911441625256-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\22291911441625256-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P47,4952546449952846-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4952546449952846-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P51,4820050190374532-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4820050190374532-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P40,007653653917239822-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\007653653917239822-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P16,9167901328389056-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9167901328389056-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P39,026971305456448436-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\026971305456448436-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P50,4890559805686361-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4890559805686361-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P52,326833709644917-seedKITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\326833709644917-seedKITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P11,1910746477469325-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1910746477469325-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P18,22670042966077308-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\22670042966077308-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P40,22642763016312428-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\22642763016312428-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P37,576378603352915-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\576378603352915-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P48,30626044078384207-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\30626044078384207-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P43,27184355700913576-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\27184355700913576-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P15,43401964096507606-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\43401964096507606-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P49,12622569603737022-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\12622569603737022-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P6,6570694789542784-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6570694789542784-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P22,17718782718552717-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\17718782718552717-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P42,2774800518414644-KITTEN.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2774800518414644-KITTEN.mp4,KITTEN,KITTEN,asl_citizen,train,1157
P15,24657127053336958-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\24657127053336958-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P14,9206704878494671-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9206704878494671-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P6,6894617552767095-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6894617552767095-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P26,9880098031421896-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9880098031421896-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
2,31833.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31833.mp4,kneel,KNEEL,wlasl,train,1158
P48,05884156327439971-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\05884156327439971-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P21,11997886163787741-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\11997886163787741-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P27,16541832206239482-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\16541832206239482-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P29,2994608723655241-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2994608723655241-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
21,31834.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31834.mp4,kneel,KNEEL,wlasl,train,1158
P33,865218282761445-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\865218282761445-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P17,7886941696518406-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7886941696518406-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P40,8284350392984203-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8284350392984203-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P16,9782961325285457-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9782961325285457-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
12,31838.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31838.mp4,kneel,KNEEL,wlasl,train,1158
P18,11345567672412238-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\11345567672412238-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P20,6736495279232877-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6736495279232877-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P30,033280711016119735-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\033280711016119735-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P7,2619980698981046-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2619980698981046-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P37,5097799216534251-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5097799216534251-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P22,18943448049950762-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\18943448049950762-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P51,29443166750674754-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\29443166750674754-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P49,9077162289457221-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9077162289457221-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P42,43043685617693606-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\43043685617693606-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P48,847439214419653-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\847439214419653-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
P11,7541090434427395-KNEEL.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7541090434427395-KNEEL.mp4,KNEEL,KNEEL,asl_citizen,train,1158
10,31836.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31836.mp4,kneel,KNEEL,wlasl,train,1158
P18,1390109695838717-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1390109695838717-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P22,6580904891868167-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6580904891868167-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P40,9554284912263078-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9554284912263078-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P35,2327851905174636-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2327851905174636-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P7,8820058153699626-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8820058153699626-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P9,9914954523527424-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9914954523527424-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P27,18481738758924937-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\18481738758924937-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P50,06562703317998109-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\06562703317998109-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P17,809840912491611-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\809840912491611-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
8,31843.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31843.mp4,knife,KNIFE,wlasl,train,1159
12,31856.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31856.mp4,knife,KNIFE,wlasl,train,1159
P16,18741127808076175-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\18741127808076175-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P26,8083098619658697-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8083098619658697-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P14,6533920910968696-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6533920910968696-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
8,31842.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31842.mp4,knife,KNIFE,wlasl,train,1159
P51,06001457364138019-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\06001457364138019-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P40,6450475636912238-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6450475636912238-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P31,9471338725825063-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9471338725825063-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P26,261350733967201-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\261350733967201-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P16,30072522904946-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\30072522904946-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P7,9448869355456497-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9448869355456497-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P52,8628030986236841-seedKNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\8628030986236841-seedKNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P37,42445589883013324-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\42445589883013324-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P42,318480746608796-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\318480746608796-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P21,779632309036218-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\779632309036218-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P29,2813276541105594-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2813276541105594-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P48,9164317196005951-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9164317196005951-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P49,6475549680717589-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6475549680717589-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P49,23525607898789258-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\23525607898789258-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P15,1641430110120603-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\1641430110120603-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
32,31844.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\31844.mp4,knife,KNIFE,wlasl,train,1159
P42,33972811818243587-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\33972811818243587-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P22,7613319860867027-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7613319860867027-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P30,6766246860017875-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6766246860017875-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P27,9605083646820447-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9605083646820447-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P51,4124127656691705-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\4124127656691705-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P11,6083729122815429-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6083729122815429-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P6,7275669478830153-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\7275669478830153-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P50,6144078738321395-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6144078738321395-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
90,66000.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\wlasl\videos\66000.mp4,knife,KNIFE,wlasl,train,1159
P9,5479020624202724-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5479020624202724-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P6,5934833164280107-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5934833164280107-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P21,5102399187314515-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\5102399187314515-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P52,45546399460562426-seedKNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\45546399460562426-seedKNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P35,9621721442250957-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9621721442250957-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P35,6164265258855046-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\6164265258855046-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P40,07603870439502747-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\07603870439502747-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P33,9202586415564553-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9202586415564553-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P14,711524762192554-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\711524762192554-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P47,2951967328484484-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\2951967328484484-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
P39,9329684927532824-KNIFE 2.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\9329684927532824-KNIFE 2.mp4,KNIFE2,KNIFE,asl_citizen,train,1159
P12,27948918528638367-KNIFE.mp4,C:\Not Windows\Artificial Intelligence and Machine Learning (AIM)\Summer 2026\Signify\data\asl_citizen\ASL_Citizen\videos\27948918528638367-KNIFE.mp4,KNIFE1,KNIFE,asl_citizen,train,1159
